N,P,K,temperature,humidity,ph,rainfall,label
26.65,77.91,18.28,28.72,67.6,6.84,88.56,blackgram
15.93,120.66,204.78,21.59,93.98,5.93,113.59,apple
34.09,16.1,34.92,28.3,56.94,5.49,79.69,mango
88.76,83.29,51.18,28.85,76.04,6.46,205.73,banana
22.86,137.5,206.53,23.66,94.95,5.77,126.25,apple
107.17,52.2,24.84,23.45,82.94,6.24,61.99,cotton
85.82,40.31,44.4,26.68,88.72,6.06,181.85,rice
43.06,79.58,17.42,31.81,67.16,7.11,62.66,blackgram
94.64,37.82,50.21,29.44,90.78,6.69,21.6,muskmelon
84.15,32.44,49.7,30.26,68.66,6.6,53.73,watermelon
86.51,16.06,30.59,25.72,54.1,7.04,187.06,coffee
90.38,20.44,49.69,26.67,52.68,6.15,40.67,watermelon
94.39,58.33,37.45,26.84,70.25,6.33,153.26,jute
44.61,70.16,90.3,16.75,22.54,6.8,65.85,chickpea
61.61,51.4,35.88,27.98,87.95,6.03,192.93,jute
35.5,40.89,16.26,31.82,76.62,6.72,54.64,mungbean
16.14,121.83,199.4,23.27,87.55,5.83,62.76,grapes
96.59,64.2,37.62,24.06,71.61,6.84,150.68,jute
36.72,52.91,23.1,29.15,86.25,7.37,54.3,mungbean
39.2,131.95,204.55,21.85,90.92,5.94,104.97,apple
20.51,142.1,192.68,31.79,80.04,6.42,62.25,grapes
10.04,13.1,27.2,29.86,97.27,6.02,139.28,coconut
19.22,51.39,19.17,25.28,35.13,6.18,58.93,mothbeans
68.77,64.16,18.37,19.64,70.79,6.82,84.91,maize
32.92,29.8,28.45,27.06,91.66,5.81,199.34,coconut
34.33,15.92,34.27,22.73,89.05,6.93,103.56,pomegranate
66.1,39.14,36.32,23.57,74.81,6.46,198.08,jute
80.33,75.06,50.81,28.57,84.17,6.21,177.33,banana
35.11,74.32,20.48,19.26,60.66,6.25,176.02,pigeonpeas
43.91,71.62,19.19,32.01,64.11,7.0,60.22,blackgram
80.11,36.54,37.79,26.36,78.59,5.72,238.73,rice
32.35,60.74,16.18,21.14,30.08,6.66,170.56,pigeonpeas
12.24,27.76,34.69,33.93,46.06,4.97,90.85,mango
10.48,21.18,37.03,21.8,85.73,6.79,108.71,pomegranate
32.0,110.01,201.92,37.9,82.88,5.69,73.03,grapes
20.19,136.22,207.42,23.74,94.34,6.04,122.56,apple
20.36,71.21,20.11,29.46,69.67,7.07,85.9,blackgram
36.16,10.63,16.92,13.31,91.98,6.35,107.27,orange
83.61,39.38,21.24,21.68,66.04,6.37,74.72,maize
119.93,16.23,29.41,25.26,56.01,6.86,157.5,coffee
109.93,24.81,46.78,29.57,93.14,6.78,31.83,muskmelon
27.69,76.86,19.94,22.02,27.93,5.63,84.73,kidneybeans
31.21,116.21,195.04,35.27,89.47,5.64,69.95,grapes
25.48,55.45,22.93,19.31,48.97,6.18,159.13,pigeonpeas
100.55,15.26,31.74,25.12,60.22,6.32,177.59,coffee
14.0,22.16,10.31,31.44,90.29,6.43,119.97,orange
91.1,89.28,51.93,29.35,78.42,6.27,162.98,banana
36.42,25.32,30.37,27.49,45.04,5.11,87.22,mango
16.6,117.04,208.45,36.32,87.75,5.89,70.09,grapes
18.36,76.33,23.56,19.19,60.91,5.89,74.99,lentil
